filename,extracted_text,invoice_number,total_amount,error
2023526368.tif,"(CHECK NUMBER, are
‘CENTER FOR INDOOR AIR RESEARCH + LINTHICUM. MO 21090. VENDOR y

 

 

 

 

 

 

 

 

} meennamennernnen | ey.

 

 

CENTER FOR INDOOR AIR RESEARCH MERCANTILE-SAFE DEPOSIT & TRUST COMPANY
ree weno nane sarin su « 002265

 

a0 SEVE:

   

  

 

 

""00002265"" 1:05 20006 1a: ""630655 7

 

~ . S9E9eSEZOS",,,
03724909.tif,"owt COVINGTON & BURLING
1201 PENNSYLVANIA AVENUE, N. W
P.O. 80x 7566
WASHINGTON.©..€. 20088

202) 662-6000

EMPLOYER IDENTIFICATION NO.
53-0188411 ACCOUNT NO. 11,486

STATEMENT.
pate

duly 19, 1982

 

American Brands, Inc.
Brown & Williamson Tobacco Corp.
Liggett & Myers Tobacco Co., Inc.

Lorillard
Philip Morris Incorporated
R.J. Reynolds Tobacco Company

 

 

Memorandum of Disbursements
April 22 through June 30, 1982

Duplicating $ _ 763.30
Travel 2,195.22
Long distance telephone 355.50
Postage 409.43
Miscellaneous 161.69
Services:
. Dr. Murray Senkus $ 1,580.29
Tridata 5,625.00 7,205.29

Total... . $11,090.43

    

Pro rata share of each Company

Cheeky preedede

E/U/E2.

$ 1,848.40

606b2LE0

 

bes - soe &",,,
2029378184.tif,"a | hii

 

3 Covington & Burling
1201 Pennsylvania Avenue, N.W.
Washington, D.C. 20044
AWOKE SS MoOTS
CATE Sep 9, 1991

your Aer Mr. John Rupp

 

HBI Magazine -- France

) To the services of Fleishman Hillard (France) in
translating the French Vagazine and providing PR fees as
per the attached invoice #9107136 dated July 31, 1991.

14,853.55 FF @ S0.185/FF = Sl... eee eee eee $2,747.91
2) To the services of F/H for August 1991 as per invoice
#9108146 dated August 31, 1991.
6,973.10 FPO $01 ee eee ee |S E1T9.02
Total price now due for payment... see eee ee ee $ 3,926.93
i For HBI Inc.

dh

Enclosures

4029378184",9107136,,
87104413.tif,"a

&
FH wIgROpIOLOGICAL 5221 piven nOoaD

 

cee NEFER 0 OUA INVOICE.
HIUMRER ON ALL PAYMENTS AND

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

BETHESDA, MARYLAND 20816 rT
ASSOCIATES TELEPHONE: (301) 654-3400 A
TELEX 908793,
2277050
soLo To suiPPe0 TO
DR. THOMAS A VOLLMUTH
LORILLARD RESEARCH CENTER :
420 ENGLISH STREET
P.0. BOX 21688,
GREENSBORO, NC 27420 mi
me mo Josive.
PAYMENT TERMS NET 30 DAYS 404 87
‘SusTOMER NUWEER CUSTOMER FO, NUMBER. DATE SuiPPED [PACKING SLIP HO. | ORDER.
~ Wo. TOs] Vr
4 ia
032-07-0001 bars t {| 221005
agaverrty [unit meAS|_ PRODUCT NO. DESCRIPTION ‘UNTT PRICE | AMOUNT
. ea 80-114 17010.005: 6 Week Repeated Smoke Inhalation | $5524.00 | 27762.00
in Mice to Compare Histopathology and Short seo]
Term Endpoints Using Test and Reference 4
Cigarettes (D19 and D29)
FINAL BILLING
@
<I
.
3
2.
=
. BS
NET AMOUNT FREIGHT CHARGES aaTE Fa aGONT iT DUE
27762.00 | 27762.00 ole

 

 

 

 

   
 
   

ORIGINAL INVOICE

(REMIT IW U.S, CURRENCY ONLY]
ey",,,
2028727907.tif,"(16, AN. 1892

     

Soman pene
Sear
te brussel ¥4 ot 499085085
ARCS vii. FAKTUUR VOOR $2003

Haheti Brussel NV. 4 CONTRACT RESEARCH CENTER BVBA
Steenwag op Louven 472 TOLLAAN 101 ¢
1900 ZAVENTEM
Tetofoon 027214965 (8 Hen) 1992 ZAVENTEN
Toten 82335,
Totgn oe

 

2581, FAKTUYRNR 00119/02805
rede 414495500128 .

Btwn et es ee

MR deat FAKTUURDAT UN 92/01/02
— VERZENDADRES 2805
H CONTRACT RESEARCH CENTER BVBA @
\ TOLLAAN 101 ¢
B os 1992 ZAVENTEM
KXXXKXXKX  ATTENTIE - ATTENTION | XXXXXXKKXXXKKKK

QELIEVE DE FAKTUREN TE BETALEN OP REK.NR.CLB 610-0096260-91
NOUS VOUS PRIONS DE PAYER LES FACTURES CLB 610-0056260-91

RDERDATUM 92/01/02 PAKLIVST 00299 ORDERNUMMER

+RTIKEL-OMSCHR IJVING ttaat ANTAL PRIVS PER KORT NETTO

YSA2 D975 DRAADSTANGEN KVP M4 > wet , 640
6 :

“ESS WAKO SPREIDPLUGCEN M 6 1.612 100 7
@ x 30 :

LvZ  YZER JACKNUTS: 4 50 1.752 100 eve

6 X 22.9 BLN

 

L06LZL8202",,,
92242531.tif,"| caer mens ME 90 A) EheNew Mork Times

Caza semper fis- wf >
Fnme® 2oRizcAne [toa A

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
   

 

   
    

    

  

 

  

 

 

 

 

Ambala Peepers Cues Gout aft S
ecg —— CG BT
PS Zoew s J0e (ken flip) Faced (th wee Cem YD
‘Nee POstTION ee
CekeT fe ae pled Cy aA
im Lp, uit Pe reli/es pisbo™ a
YY
(B) 11a We py prs Ch. Suk, “vy [23065 * L69S.ro|___y*
Lec Veeck Ge UW"" resny 2 Z| 29.50"" alee
S| peso _|yae AovQPk at Sym Qe rah) Pom tete — 7
252 oo"" | Dont [betes Ror Cheacount he it
deni te ) atearied 27000 & eal | (994 | (79) =

 

 

 

14 v0"" (Suv Law) (ynenes\ at bpren _
aa ” pfufre | s9 Be | oe ed 7.0%

& ee 1303.57
\. cB Peg Cora. Votre — | 1645 s¥

 

 

 

F605 of

 

 

 

 

 

 

 

 

 

 

 

 

 

 

Testpezs

 

 

 

 

 

 

 

| NO REBATES ARE DUE ON ADVERTISING PLACED AT COMBINATION RATS)

ar

 

 

 

 

 

 

REBATE COPY",,,
92248313.tif,"inh Deer Park Avenue, Deer Park, New York 11729

(516) 242-7722

Fro: . qd INVOICE NO.
: 5887

 

 

 

 

 

 

 

 

 

 

 

 

 

 

  

   

 

 

 

Tagg) Lani nepra servic 3
ae AVENE “ ,
NEW YORK AY (oO 1eqsci9¥ 2 3
ETLEEW:ANTIONIEL Lc es Date: aa cnsiuste
a]
‘ADVERTISER, 1SSUE [TEAR SHEETS. SALESPERSON
sue maw masiRu
| DESCRIPTION AMOUNT
|
. Paynenrs
ULL 20.4. COLOR St 7 3 :
NSERT ION COR W_B-908Z2""A000 . 2 y
WW YORK LONG LELAND: tSBUE a '
{CORD COVER i
RY CHARGES :
UOLOR CHARGE B
1G1OL, CHARGES “ 20
Nel ONAL ABENY DISCOUNT s 00.
LESS Total. PavHeNTs “
‘ TOTAL DUE g
‘ * = 8
To assure prdper credit, pleasé make” & paep ene a
sure a copy of this Invoice is enclosed ;

with your check,",NO,,
92205079_92205080.tif,"BOIOANE

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

DNULHOVA © dNOHD ONUEUVA SIHOdS ¢ ONINS * DIS ¢ NYVISLHOUS UBIvM LWS
JONSIOS UVINdOd # 34M HOOINO © XINVHOBNSWOH * 4109 © Wvauls # aTaLd
qunowy stu Ke
ooro04ez q NaI NOISSIMMOO-NON. 1aYL-AMOS
z
8
g :
e
o0-00%2 swno}say- ftw
~esrezy “POV NOISSIHHOD KNIHAYd
esrezetz *rav S499 NOTLINGBE
SI9YVHD GOYd GAY OL OS AX
SLNSHISATGY
TO-OE9SsOe 2H ADTOANT Ashtray
00°0 xT Qe 39¥d x T Ase] 934] F6/i0720 | 10
[__annoae aN uve SNM NOwsNOSIONa ‘sevi0 [wouaa] an want
‘SAVG 08 13N~ SHEL aNauve
2¥03_snacd Je
aay Tu yar, Noone

“ANSWAVa HLM AdOO.
SONVLLINGY NUNLAY 3SvINd
2296-99201 AN ""WHOA MAN
NOLWLS 133H1S HOUNHO
2286 KOA 'O'd

WY381S 3 O13I4
'OL TIGVAVd SOHO DIV
1 a9vd
eesotszo —31v0

Oesete ON

0005-621 (212) ‘3NOHdST3L “9LOOL AN “WMOA MBN ""3MNAAY MVE OM

NOSGIAVO AaTaWH SI

OA KIN
ANNAAY Yd ANG
SSDIAWSS VIGaW GUYTITNOT

9T00T AN

ogo
oa ./820sn0804 jesnyeu 40
Bu s.ye4r Gu

 

 

“ONI ‘S3NIZVOVW HOWMIN S3MLL
: JOAN SOUL | aa",,,
2063216645.tif,"R: REDACTED MATERIAL

4 re ‘American International Companies
EXECUTIVE OFFICES:

70 PINE STREET, NEW YORK, N.Y. 10270
‘anoKen|

 

1D AMERICAN HOME ASSURANCE CO,

 

Icorroon & Black
1150 William Street

lew York, New York 10038
APTN: KIRK METCALF

1D BIRMINGHAM FIREINS.CO. OF PA.

 

NOTICE OF PREMIUM DUE

inception of the contract, whichever is later.
lf payment is not received within the time
stipulated this policy will be cancelled.

This premium is dué and payabie to the company
“18 days from the date of this bill or 45 days from

/

RETURN REMITTANCE TO:

Gi THEINS.CO.OF THE STATE OF PENNA,
(CD COMMERCE & INDUSTRY INS. CO.
NATIONAL UNION FIREINS. CO.OF PITTS., PA.

 

AIG RISK MANAGEMENT, INC.
70 PINE STREE
EW YORK, NY 10270
ATEN: EMILY COLTER

 

 

 

 

 

 

 

 

 

 

Fete none BUNSDAE [er one Tareoe [cow RATE T Pam 4
various — [2/11/82 a//s2 1/i/s2 |
novel soak Expense
PBILIP NORRIS INCORPORATED Casi SSeS
Touissory Nok

L

RETURN THIS NOTICE WITH YOUR REMITTANCE, INDICATE ANY CHANGE IN ADDRESS

 

 

Total

J

A

BROKERS COPY

Sb99TZE90Z",,,
92227661.tif,"January 17, 1986

Ms. Betty Epperson
Lorillard Media Services
666 Fifth Avenue

New York, NY 10103

   

ADVERTISER: Lorillard i we
‘wo four-color pages in the Janlaty

 

  

(suport TRUE
AMERICAN CABLESYSTENS 290 261.98 261.00
ATC NEMPETS san00 720.00 720.06
CABLE CHOICE 56680 850.20 850.20
CABLELINE 119900 1650.00 1650.08
LOS sem 5 T325-05
CABLETINE 1943739 1748365 17493165
CABLEVIEW-APFILIATES 127475 1912.13 1912113
CABLEVIEW-CENTEL 35135, 527.03 527.03
CABLEVIEW-COLONY 45275 679.13 879113
CABLEVIEW-DALLAS/HOUSTON 170098 2551.35 2551135
CABLEVIEW-BARTFORD 65168 977.80 977.40
CABLEVIBW-PORTLAND, OR 36075 541.13 541.13
CABLE VIEWER 413200 6094.70
CABLEVISION 759000 0246.50 10246.50
CABLEWATCE 291800 4377.00 4377.00
CONTINENTAL CABLEVISION 172685 155417 1554.17
DIMENSION 160268 160 108
ENTERTAINER 14a0a0 2108.00 2100788
JACK BARRY CABLELINE 11508, 109 108
JONES INTERCABLE 31700 285130 285130
PREVIEW 260008 3900.09 3900.09
PRIME CABLE-ATLANTA 85169 toa 209
PRIME CABLE-WASH, DC 52165 792.48 782.48
SAN FRANCISCO CBLGD 37205 558.08 358.08
SBLEC TV (AFPILIATZS-1/5) 123830 1857.45 1857.45
SELEC TV (LA-1/5).-., 115332 1730.88 1730.88
TELESCRIPPS-ATLANTA 13175, 109 109
TOPALVISION 209008 2750.09
TRIBUNE/UNITED CVIEW 30175 208 00
TV Host ~ 919185 13652. 78 13652.78
VIACOM CABLEVISION 71098 639.00 639.00

Subtotals 6671001 Se S$ 73916.62 $ 772843
SEH
roTaL UST

a OGL 49 65672. 12-
Less 15% Agency Commission ipite fae tu ORS ut
Total Amount Due Upon Receipt $ 128561.25

8
an
8
8
3
$

50 East 42nd Street, New York, NY. 10017, (212) 253-7755,",,,
2063321228.tif,". CRAWFORD AND COMPANY

 

 

  
 

 

 

 

 

 

 

 

 

 

 

 
 

 

 

 

 

 

 

 

 

TTME SHEET
‘NO
‘STATEMENT OF CHARGES
are: zaacov.121 Sif _ayiosazmenmecn a 3 PAGE 1
roel een Sar seas
(98 [ome | isi Hewimenn ues [Stace tame EXPLANATION |
[s97dicig 163 3 CASE CREATION 4°39 OT
3 1225 19
58 Oi OS 2 3.0
5. f 0:
580 hoe of |
3 4 ee |
83 2 98 33
80) 2 Qi | +8.
38d 50% |
5 i 8
73 333) gy
bah 338! af |
33 331 ce |
71291383 a
at 1a 8
7 7 ¢
: n4s | eran 199.45
{ EER EcnTRact
i i } CLAIKE
i ii j |
it | | i
: | !
it | eal
uy | | “|
uo 8
ii | ~ Bu
ii Ris
i 8
he 1 8
i 8
oS 8
ii ~ 8
bat
iil | |
‘CODES FOR WORK DONE ‘CODES FOR KIND OF EXPENSE
[ROGET —DESCRPTON [coUe? —— DESCRPNOW | [cours ———SpENSE—eodes ——— BEPEREE
Se Siearats * “ |",,,
2028698838.tif,"| gurcons MAIL
GISTER

 

CRC CONTRACT RESEARCH CENTER wveaisent

Geacressanice Aviencs

 

Fabriques iv Tabac Réunies S.A.
Finance Department

Quai Jeanrenaud 3

Case Postale

CH-2003 Neuchatel

Switzerland

 

 

8-192 Zaventem
{Gint-Stevens-Woluwe)
Tollaan / Avenue du Péage 1016

 

Teleloon / Telephone: 02/720.81.74
Tolotax / Telotax: 02/725.12.09

JGB/MCM

taventem, 30 Jun.91

 

PROJECT «RUNNING TITLE CHARGES
No (BEC)
B1019 iological Activity of A 245 88,800
B1021 biological Activity of FRSS and ELSS 5,883,000
86023 Biological Activity of New Smoke 133,200
87002 Scientific and Technical Improvements 281,200
87003 Project Management 950,000,
votal: 7,336 , 200

 

Please rewit the amount within 10 days to the below mentioned bank

teount at the Generale Bank, Brussels, Belgium.

excemption of VAT according to § 3 article 21, 7
law.

cc: Mx. Eberhard, INBIFO, Cologne

of the VAT code of",,,
0001219686.tif,"‘Ted Bates & Company, Advertising

(eaFren Avanve Naw York tL. 10019-JUdnon 0600

Current Billing
Newspaper-Magazine
‘

 

 

 

 

ro 20 BROWN G MILLIASSaW

 

 

 

03/07/72

 

 

 

 

303

 

 

 

 

* eropucr VICEROY CIGARETTESSEXPORY

 

 

 

 

 

 

case lOxscounT
NEY DUE

28
nu
i
au

fan

 

25.0
40200
$0000
05.60

42098
e258",,,
2028718757.tif,"CRC CONTRACT RESEARCH CENTER BVBA SPRL

Ge

 

cron Avante 81940 Zaventem

INBIFO . (Sint-Stevens-Woluwe)
Institut fir biologische Forschung Toliaan / Avenue du Péage 101¢
Fuggerstrasse 3 .

Telotoon Teieonone: 02 720 81 74
Teles Taotan 02-725 1209
D-5000 Ké1n 90 onan Tee 725

IGB/MCM

Zaventem, 17.Sep.90

 

RECHNUMG NR. 13/90

 

PREIS

—————— SBE)

Wert nur flr Zollzwecke bestimmt
(waarde alleen yoor: douanedoeleinden).

LoL Rauchmaschine SM 85-4, Inventar-Nr. 3140 360.000.-

TOTAL: 360.000,

 

VORUBERGEHENDER exrontt ~~
(TIIDELIIKE UITVOER!)

 

DIESE PRO FORMA-RECHNUNG' IST NUR PUR ZOLLZWECKE. BESTIMMTI.
(DEZE PRO FORMA-PAXTUUR IS ALLEEM VOOR DOUANEDORLETNDEN BES:

=. "" en nqenen

 

 

  
   
  
   

4SL8T28202",,,
2029370127.tif,"INVOICE

 

 

 

 

 

 

 

 

Hit Healthy Buildings Intemational. inc. Vann vA 220
To Covington & Burling Heian 0S
1201 Pennsylvania Avenue, N.W.
Washington, D.C. 20044
VOICE NO
ate
youn ker Mr. John Rupp
T
HBI Magazine |
Issue English Version |
To the transportation costs of the HBI Magazine to points of
local’ distribution.
1.0 Switzerland
Shipment by Mercury Press of 2,000 copies to Roukic. . . . «
2.0 Sweden
Shipment by Mereuty Press of 2,871 copies to Svenska byran. .
3.0

 

in
Shipment by Emery Air of 500 copies to J.C. Bermudez... .

Total ptice now due for payment... - ee ee ee
For HBI Ine.

CLE i

  

GR:dh

 

ouo27

Maren 22, 1991

$ 466.48

$765.24

$ g9nas

8 1,677.8

2029370127

a",Hit,,
2063321345.tif,"i REED STENHOUSE fess ginneye tne. ot en york

Will Steet

Intemional insurance Brokers a akaten York toe

 

 

 

POLICY PERIOD

 

 

 

 

 

 

 

“ oare inigieges “7 - nscout wo, Hemet one | Totsoaton Bm
01/05/54 35054 s6500 01701783 01/01/85
3 COMPANY, Lrouiey NUMBER ‘DEGGRIPTION OF COVERAGE i PaemiuM
wae 3737000 EROESS UIMILITT PRET 00,00
RK
ify
PLEASE PAY THIS AMOUNT '§ 3500.00
=
PHILIP NORRIS INC 2063321345

!

120 PARK AVENUE
ATT? Py Ay GOLDSEHNEOT
Yew YORK NY 10017

 

WsuneO me PHILIP NORRIS INC
ORIGINAL

REED STENHOUSE sigyrezgies-ttevon

‘Rew Works Naw York 10038,

 

 

  

 

 

 

 

 

 

 

interatinal nsurance Brokers EAS
DATE. INVOICE NG.” ""ACCOUNT NO. From Effective Date | To Expiration Date
91/05/84 “39081 56500 01/01/64 01/01/85
CENTURY INDEMNT BRS995 EXCESS LIASILITY RENEWAL BUT.00
RM,
alae
PLEASE PAY THIS AOUYT 8 900,09
PHILIP “OhKRIS INC
120 PARK AVENUE 2063321346

ATT? Py Ay SOLOSCHMIDT
hy 10017

 

sures PRILIP \ORRIS TNC
ORIGINAL,",NG,,
11315984.tif,"cm PUSHIEFT-STEVENS, INE:
c Campus Road, Totowa, New. Jersey 07512

‘SHIPPED TO® ZAH-523.....140

LEONARD ZAHN ASSOCIATES
CHARGED Toe P.O. BOX 523

13 LINCOLN ROAD

GREAT NECK, N.Y. 11021

ATTN: MR, LEONARD ZAHN

 

pejaled

invoice TL

reams
NET 20 04Y5

 

(OUR ORDER YOUR ORoER

‘SALESMAN

INVOICE DATE

 

 

2595-) La. 9/7/84

 

NOVEMBER 30, 1934

 

 

SERVICES

‘QUANTITY

PERM TorAt

 

1983 ANNUAL REPORT MAILING FOR
COUNCIL FOR TOBACCO RESEARCH

ADDRESSING YOUR ENVELOPE WITH 1-PLY UNLINED
STOCK FROM THE AMA/AOA FILE, 10.....

CD, OFFICE BASED PRIMARY. . .OR.
PTH, RESEARCH FULL-TIME HOSP. STAFF...OR
CLP, OFFICE BASED PRIMARY. . .OR|
Pi, OFFICE BASED PRIMARY...0R...

PUD, OFFICE BASED PIMARY & SECONDARY. ..OR.
TS - TOTAL PHYSICIANS...... : ~

SELECY AND ADDRESS YOUR SPECIAL LIST....

   

 

 

  

 

ADDITIONAL CHARGE FOR OVERSIZED MAILERS.....

ENCLOSE ONE PIECE INTO 7X10 WHITE ENVELOPE
160 PAGE REPORT OF THE COUNCIL FOR TOBACCO
RESEARCH - USA, INC. 1983,....

SORT AND MAIL.....

POSTAL SERVICE FEE. .

AMA FEE..... A.
o

POSTAGE ADVANCED. [ed

BULK FEE..... wh

FREIGHT AND ""HANDLING CHARGES...
SALES TAX....,

 

 

 

19,256
304
19,560

19,560
19,560

19,256

 

 

 

@ 58.00 |$ 1,116.85

@ MIN. 160.00
@ 4.15 81.17
@ 97.50 1,907.10
@ 31.00 __ 606.36
3,811.48

250.61,

@ 13.50 259.96
4,136.85

40.00

251.57

170223

$ 8,920.70

 

 

""SO RESPONSIBLE FOR [OSS OF MATERIAL CAUSED BY FRE ON OUR PREDSES",TL,,
0000192502.tif,"DEVELOPMENT CENTER WORK REQUEST

 

Judy Kremer ~
W, Berry
J. Pittman

cc: L, Hawkins G. D. Raphael
J. Esterle J. Judd
P. Aulbach 0. A. Sponsler
H. Woertz, Jr. V. Hansberry (Acc'tg)
R. Montgomery

FROM: J. F. Withelm/fmr

DATE:

2 SHIPMENT OF CIGARETTES FOR UNIDENTIFIED PRODUCT TEST

INTERNATIONAL PROJECT #1984-29 (JAPAN)

Please prepare the necessary billing to ship on October 9, 1984 the following
Simm cigarettes which are in the Sample Storage Room.

 

Pack
Code No. No. of Cartons Description Bottom Code
275 85
293 88 LSF Charcoal 184290
295 85
23 85 Lark Milds KS 184290

Total 340 Cartons.

NOTE: ‘The names of the test products must not appear on any shipping or freight
invoices. Identify then as ""Unidentified Consumer Test Products” -
""Nor ded For Free Distribution""

 

 

The above products must be shipped to:

Taito Company, Ltd.
No. 30 Mori Building
2-2, 3 Chome
Toranomon, Minato-Ku
Tokyo, Japan

Attn: Mr. K. Hayami

a
xv
S
Be
Py
+
p
I
eo",s,,
2028729939.tif,"EAT. NR DATUM BEDRAG

001. S88 a 84 2407 ase

BIUZONDERHEDEN

 

| 624 yD
1 :

 

BETALINCEN VERWERKT

HAHETI BRUSSEL NV

ZAVENTEM,

{ J

 

2805 CONTRACT RESEARCH CENTER BVBA
TOLLAAN 101¢

1932 ZAVENTEM

     

TIM 22 JANUART 1999

93/01/29

GEGEZLSZOS",,,
91031472.tif,"voc
deen ising, Ine —

© sontrotied television Gonmuntegtions 295),
2 10 Bast koth Street, . i
AAYgh iis New Yorke, Yow York, 10026""

        

 

SOM? 2b U2 ,OMOOL2 OLwOOS TER #00088 156 hav""",,,
524412968+-2974.tif,"777 Dedham St.
Canton, Ma 02021

Cumberland Farms Dairy inc

 

'$1,000,000.00

|SHECKYOBEDRTED

December 12, 1994

 

   
   

JL. Merusi
Div #1142

TERLL FOR CHECK PICKUP AE

RCTHAN PAYEE (WANE AND AODRESS)

‘Merchandising Bonus to extend contract for 2 years until 8/31/1997 and reduce monthly payment to $225 beginning
91/95

 

ex

 

 

     
   

04-74-1100-8906-816

 

RELATED ARAGICAIGONTRACT NO,

 

 

OTHER REO. CODE

 

 

AMOUNT
4,000,000.00

 

 

 

 

 

 

 

 

 

8962 bybZS",,,
505850844.tif,"INVOICE

 

 

 

 

 

 

 

 

 

 

 

  

 

    

 

 

  

 

 

 

 

Gas Products, Inc. NwumBen 107-62587PG A.
DATE 04/17/87
SOLDTO: 354640-5 SHIPPEDTO: 354640-5
GINER INC GINER, INC.
14 SPRING STREET 14 SPRING STREET
WALTHAM, MA 02154 WALTHAM, MA 02254-9147
or
PETS
Tensor OE Sead
—EOR ET 15 Days
wxrENED
ve AMOUNT
OL 1 | 450 PURIFIER ASSEMBLY 79.00
02 1 | 452 CARTRIDGE 19.00
FREIGHT CHARGES 1.24
! 4* THIS SHIPMENT COMPLETES YOUR ORDER #*
Qe? ad
TERE [OMECST arama. paeroneemaara tom
eect’ ereeernactint.. [pease rooenurnoxg rows PAY THIS
Fae crane} errr AMOUNT
0.00 Soe WwEREST WL BE ON PAST OUE BALANCES. 99.24
FEDERAL LAW PRONIBITS IMPROPER DISCARDING OF CYLINDERS OR CYLINDER CONTENTS.

 

ALL CYLINDERS MUST BE RETURNED TO MATHESON.

 

J

 

""ADDRESS INQUIRIES TO: REMIT TO:

MATHESON GAS PRODUCTS, INC. MATHESON GAS PRODUCTS, INC.
P.O, BOX 1147 P.0. BOX 23029

GLOUCESTER. MA 01930 NEWARK, NJ 07189.

(€17) 283-7700 : (201) 867-4100

930 SBS0S

 

 

DUPLICATE INVOICE

PLEASE ENCLOSE A COPY OF THIS INVOICE WITH YOUR REMITTANCE",Gas,,
503076207+-6210.tif,"I EE

Ted Bates Advertising/New York
‘515 Bioodwoy New Yore New York 0036 US A
Prone BEB 3ET/CoDe Bolesword New York

 

CONFERENCE REPORT ST-84-11
DATE: SEPTEMBER 4, 1984
DATE OF MEETING: AUGUST 29, 1984
CLIENT: R.J. REYNOLDS TOBACCO COMPANY
BRAND: STERLING
PLACE: TED BATES, NY
BETWEEN (Client): 0. Murphy
(Agency:  $. Mosse, R. Romano, J. Gold, L. Tomasulo, H. Sonner
T. Corrigan, J. Potenzano, S. Johnson, L. Garry
: R. Schroerrer j
COPIES (Client): J, Herberger, D. Murphy, K, Leibel
(Agency): L. Light, R. Romano, $. Mosse, H. Sonner, D. Hanley,
J. Gold, J. Sharkey, J. Charest, L. Tomasulo, T. Chronowskt ,
B. Bancone, F. Strebicki, R. Schroerrer, E. Stone, C. Maryon
J. Potenzano, T. Corrigan, S. Johnson, L. Garry
SUBJECT: Supplement Coupon Ad and Agency 1985

Media List Recommendation

The purpose of this meeting was to present, for approval, finished art and
mechanical for October's Supplement Coupon Ad, and to present the Agency's
recommendation on STERLING'S 1985 magazine list. In addition, Client re-
viewed the Brand Group's presentation of 1985 marketing plans to RJR upper
management with the Agency.

I. Supplement Coupon Ad
A. Art and mechnical were approved.
B. Next Steps .

L. Tomasulo, B. Bancone, J. Graney - Engrave and ship materials
for 10/21 insertion

4079 LOEOS

‘Amember of the Ted Bates Worldwide Group of Companies

ele Re UWE",,,
CTRSP-FILES009859-98.tif,"\ 840 HUGHES, Mr.1. 1/29.

‘ifis 20LL HIGH CANYON RD/ 2 4 .
LOUISVILLE KY, 40209 —"" tee WF,
BROWN: & WILLIAMSON 2 nf he
bs/pa - 4

- ew vote sy. 10022
[ue Tone TEFERENGE |_ CHARGES TAL BUE Trees
Janis Room 630] e¥ 29, 00]
: Jani Rm.Tax | e* 2.03
Jan 16. Cty Tax || e# 1.00)
: Jan17 Room 836| e* 29. 00)

Jan17 RmTax | ct 203}
Jani? Cty Tax .| c# 1.00
Jan 1D Lidist e* 1.77

Jan 18 PAID ~ 830

 

  
 

— age emp mega te dice tus

. wa
2.0 3

 

 

 

 

 

 

LAST BALANCE 1S AMOUNT OUE >

SEE OTHER SIDE FOR CODE
LLING INSTRUC

 

Sigwarune:

RoBRESS

ear STATE ie

 

 

  

CTR SP-FILES 009859

411009879

aaTeo",,,
0001240641.tif,"Brows f Willlamsoa Tobecco Com.
1600 Wost MAN Street
Loctevilie, Keatocky 40201

sumonralon S Finlay

Kool Low Tax Tams Tag-On

Prsper Fits + Seavtcts - 5

SIS -10- 699/

wore: 1 YE Faust HAG 15 LESS eL¥AR

cur

Fobroary 28, 1977
We
689)

00 Stee hean",,,
87803195.tif,"Greensboro, N.C.__Februpry 20 1992
LORILLARD

TO: CENTER FOR INDOOR AIR RESEARCH

 

1099 Winterson Road, Suite 280

Linthicum, ¥D_21090

FOR: Check to the CIAR in $38,059

 

__payment of Lorillard’s
February assessment.

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

S6TEOSL8",,,
2055333167.tif,"2055333167

CS GE ANNOW LIN ers ee

 

x
BTMASINOT
SHIVdsaVv 31VWHOdHOD

 

              

AHVWAT NaN
O14 IDSHD NHNLSS

 

 

  

 

 

 

 

 

 

 

 

 

SOTTO
TNS TTY

‘nounstsia 3001019 | 2)

TUPTTTTIT

 

 

  

 

 

T

 

 

 

 

 

 

 

usonnn Oa

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

BEIGMTOTZ
=: mou [SI
TIT jlolelar TTT TT a
PS coma Se ) Gavamsow  [aremow | wamnooan fill

 

 

 

 

 

 

 

 

Wray WH Wg Ao
CRIA) OI JF OTL TTL AHS To ORERRIOS PRG bNanAvsuosnosvay
jozgp lg Aer)

orgy SEA Fy ITY TOM SaaAWd
‘V'S'N SRAOW di Td Q f HT

T
7
watonon | Houwa| O8 [",,,
0001146313.tif,"Ted Bates «company, inc /advertising
Ine test casetcunce how Ye DUPLICATE

rworce are aPatisu 4eoTa sovearisine ravolee w-04-9700
UE ORTE weRzL 783 AGAR IME. PAE

CLIENT BR 9 Gm SPANISH Bewh & MILLENSUE

3eoo WEST MILL ST
proouct Ks CkuoL Mitos UaoSrvitLes aye 40208
EStiaats 7 “reg CONSUNER Ae

mmm of aanssa —_jnADALINES

 

INSERT cas GROSS Less.
DATE tuss cost cour | casn Drsce

mate ve hs

 

manos) > cv 47e vo 3400 10.70 e2s.22

JROING ARCA 56
tonfvrousuy siLtEo) (4302909 anos (033.95)
jaiban TovALe 16,000 2th 15.7308

ee Torals + 1s.090d wares ts.1sc8

LESS 15 PgRCENT UF onOSS
for ceorr AmuaT

 

 

 

DUPLICATE

wet ge cone ous ons TY STO a",,,
